id,status,target_surface,app_category,app_subcategory,title,price_text,price_value,currency,city,country,seller,phone,description,image_urls,source_site,source_url,scraped_at,make,model,trim,year,condition,transmission,color,mileage_km,attributes,source_availability,source_availability_checked_at,source_http_status,source_unavailable_reason,source_last_seen_at,source_resolved_url
apify-0d89d6c642bd,published,marketplace,real_estate,for_rent_long,4 Bed Apartment with En Suite at Mt Kenya,"KSh 25,000,000",25000000,KES,Mombasa,Kenya,Pigiame,0700374359,,data/pigiame-clean-images/apify-0d89d6c642bd-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-at-mt-kenya-6171891,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/5b11a9597f01d7e230ba2c76a120218d/-/horizon-files-prod/pi/picture/q0g78xrz/1ff5e3efcb504bb756ea4383e0990dc47d77adfc.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-at-mt-kenya-6171891
apify-152c6d866e86,published,marketplace,real_estate,for_rent_long,0.026 ha Land in Thika,"KSh 4,500,000",4500000,KES,Kiambu,Kenya,Pigiame,0724623103,,data/pigiame-clean-images/apify-152c6d866e86-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/0026-ha-land-in-thika-6679002,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/a87378bab9fd77d584bb0c84c4f6c24f/-/horizon-files-prod/pi/picture/qv4gqd0m/2b042faa08bb94f765dd68d21108fec0e27d59a9.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/0026-ha-land-in-thika-6679002
apify-0396723b8fbd,published,marketplace,real_estate,for_sale,"FOR SALE: 4-Bedroom Maisonette in North Sakwa, Bondo","KSh 8,000,000",8000000,KES,Kisumu,Kenya,Pigiame,0799161519,,data/pigiame-clean-images/apify-0396723b8fbd-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/for-sale-4-bedroom-maisonette-in-north-sakwa-bondo-6555617,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/73b2176bf63314eb9ec131104bd7bdf4/-/horizon-files-prod/pi/picture/q2jkp992/af49a5dc3b5f6de16e21d1cc54e17910b16882c5.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/for-sale-4-bedroom-maisonette-in-north-sakwa-bondo-6555617
apify-ba5eda38e234,published,marketplace,real_estate,for_rent_long,5 Bed Villa with En Suite in Loresho,"KSh 120,000,000",120000000,KES,Nairobi,Kenya,Pigiame,0721668667,,data/pigiame-clean-images/apify-ba5eda38e234-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/5-bed-villa-with-en-suite-in-loresho-6648445,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/5199d12f634adcee6ea6f941313af405/-/horizon-files-prod/pi/picture/q78p0098/898c672a3b5f1313bf3cc736fc3610305d85d3a2.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/5-bed-villa-with-en-suite-in-loresho-6648445
apify-fbbb06b8ea70,published,marketplace,real_estate,for_rent_long,10 ac Commercial Land at Kitengela Namanga Road,"KSh 20,000,000",20000000,KES,Nairobi,Kenya,Pigiame,0721742240,,data/pigiame-clean-images/apify-fbbb06b8ea70-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/10-ac-commercial-land-at-kitengela-namanga-road-6460186,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d1d54d33a351653be163cc5f978bd5f4/-/horizon-files-prod/pi/picture/qenrj824/9c26c8c8ffff51e726690a755bcff4e1bff41122.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/10-ac-commercial-land-at-kitengela-namanga-road-6460186
apify-caf3eda44651,published,marketplace,real_estate,for_rent_long,3 Bed Apartment with En Suite in Nyali Area,"KSh 16,000,000",16000000,KES,Mombasa,Kenya,Pigiame,0700374359,,data/pigiame-clean-images/apify-caf3eda44651-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-nyali-area-5380739,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/def3daeb810842bce6f5b764f061d23e/-/horizon-files-prod/pi/picture/q2jzp8kj/bfbfc1513a510e3894aa26b53c75004840835ff7.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-nyali-area-5380739
apify-3b7b8ae4dc24,published,marketplace,real_estate,for_rent_long,4 Bed Apartment with En Suite in Kilimani,"KSh 37,000,000",37000000,KES,Nairobi,Kenya,Pigiame,0798752814,,data/pigiame-clean-images/apify-3b7b8ae4dc24-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-in-kilimani-6689288,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/c38a6e37e300d2deddc4d5591dc535a8/-/horizon-files-prod/pi/picture/q6xn4dp4/7b8afa908643383ecbfa07298400bf1f31c9d69c.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/4-bed-apartment-with-en-suite-in-kilimani-6689288
apify-e567196df1c5,published,marketplace,real_estate,for_rent_long,3 Bed Apartment with En Suite in Parklands,"KSh 22,000,000",22000000,KES,Nairobi,Kenya,Pigiame,0714189000,,data/pigiame-clean-images/apify-e567196df1c5-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-parklands-6026643,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/08ca0c7eddd1f1d60753f774b5c14dbe/-/horizon-files-prod/pi/picture/qzvdkg0r/13966c7b2b6e6762ace70106a5dfc397599e20cd.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-in-parklands-6026643
apify-a9391d415e6b,published,marketplace,real_estate,for_rent_long,5 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",75000000,KES,Nairobi,Kenya,Pigiame,0798752814,,data/pigiame-clean-images/apify-a9391d415e6b-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-lavington-6689354,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/63046276771a60fb4f24ea420dfedcfa/-/horizon-files-prod/pi/picture/qrzn48d4/114cbe66fbb255703cd808b9eb18b3aa85843706.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-lavington-6689354
apify-5a84f5b2c375,published,marketplace,real_estate,for_rent_long,"Stunning 4 BR Houses plus Sqs in Runda , Westlands","KSh 65,000,000",65000000,KES,Nairobi,Kenya,Pigiame,0728615431,,data/pigiame-clean-images/apify-5a84f5b2c375-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/stunning-4-br-houses-plus-sqs-in-runda-westlands-6681770,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/cae24fea4c2a6cdad2620590183a760e/-/horizon-files-prod/pi/picture/q9m5dd57/0a5e219cdb291e02d35b89e54b765e667b174ebc.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/stunning-4-br-houses-plus-sqs-in-runda-westlands-6681770
apify-afa5c2f720e2,published,marketplace,real_estate,for_rent_long,Lovely one eighth plots in Ngong,"KSh 4,000,000",4000000,KES,Nairobi,Kenya,Pigiame,0728615431,,data/pigiame-clean-images/apify-afa5c2f720e2-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/lovely-one-eighth-plots-in-ngong-6681813,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/46a1df4d5a341f74de7fd4437f929085/-/horizon-files-prod/pi/picture/qgqp00de/eb2aca23463f24a953ce65957de0027762caa721.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/lovely-one-eighth-plots-in-ngong-6681813
apify-7503421c6fb7,published,marketplace,real_estate,for_rent_long,"10,320 ft² Warehouse in Mombasa Road","KSh 494,400",494400,KES,Nairobi,Kenya,Pigiame,0714189000,,data/pigiame-clean-images/apify-7503421c6fb7-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/10320-ft2-warehouse-in-mombasa-road-6684013,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/198de62cc28637a67706a9ad10cc4eba/-/horizon-files-prod/pi/picture/qgqp0rve/84e4f818620eed6301e9d12827db2bdeb582a95e.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/10320-ft2-warehouse-in-mombasa-road-6684013
apify-432a5f727521,published,marketplace,real_estate,for_rent_long,5 Bed Townhouse with En Suite in Lavington,"KSh 80,000,000",80000000,KES,Nairobi,Kenya,Pigiame,0798752814,,data/pigiame-clean-images/apify-432a5f727521-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-lavington-6689528,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/a84f4b08885c292aa0d6721519344e1e/-/horizon-files-prod/pi/picture/qweg5rnj/7f4f56ff6ba4de2227c1248ac4a54e04e1bed5d0.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/5-bed-townhouse-with-en-suite-in-lavington-6689528
apify-65b1b5eec56a,published,marketplace,real_estate,for_rent_long,4 Bed Townhouse with En Suite in Lavington,"KSh 75,000,000",75000000,KES,Nairobi,Kenya,Pigiame,0798752814,,data/pigiame-clean-images/apify-65b1b5eec56a-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-in-lavington-6689566,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/dac703dffd6e3fb49c704eb057698247/-/horizon-files-prod/pi/picture/q6xn4q5d/5724cd9c31d06a56969e87da82160c117cf248ba.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-in-lavington-6689566
apify-0015c3fd495d,published,marketplace,real_estate,for_rent_long,4 Bed Townhouse with En Suite at Njumbi Rd,"KSh 75,000,000",75000000,KES,Nairobi,Kenya,Pigiame,0727381404,,data/pigiame-clean-images/apify-0015c3fd495d-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-at-njumbi-rd-6368954,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/f7a4c432f7f4b8e499c5594981a99c52/-/horizon-files-prod/pi/picture/qrzr8qdg/0e5b04348470b57d7c6a0c95ad1defb953964a97.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/4-bed-townhouse-with-en-suite-at-njumbi-rd-6368954
apify-37ec9224891c,published,marketplace,real_estate,for_rent_long,2 Bed Apartment with En Suite at Ndwaru Road,"KSh 6,640,000",6640000,KES,Nairobi,Kenya,Pigiame,0727381404,,data/pigiame-clean-images/apify-37ec9224891c-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-at-ndwaru-road-6175959,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/1dd687d468e68f8809663c8a07f5baa9/-/horizon-files-prod/pi/picture/qj4qxm6z/7ef460b4482f2b5a0c7e63e49a961046afe3de35.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/2-bed-apartment-with-en-suite-at-ndwaru-road-6175959
apify-04d2d5a367c2,published,marketplace,real_estate,for_rent_long,1 Bed Apartment with Parking in Athi River,"KSh 3,300,000",3300000,KES,Eastern,Kenya,Pigiame,0727381404,,data/pigiame-clean-images/apify-04d2d5a367c2-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/1-bed-apartment-with-parking-in-athi-river-5340954,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/f9d0e1d3f3d279b21f2a95d8f8e5054d/-/horizon-files-prod/pi/picture/qrz2ek2m/e44a44fca22ee0bcdf5ae7d47217f28d08ff4650.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/1-bed-apartment-with-parking-in-athi-river-5340954
apify-60548e4362ca,published,marketplace,real_estate,for_rent_long,3 Bed Apartment with En Suite at Kitengela-Isinya,"KSh 3,800,000",3800000,KES,Kajiado,Kenya,Pigiame,0727381404,,data/pigiame-clean-images/apify-60548e4362ca-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-at-kitengela-isinya-5013580,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/ea9eacf189630471410cac8441833110/-/horizon-files-prod/pi/picture/qk9xjnm/7461fc5f60efb24fe9d7bd2d2482a57fa15adf0b.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/3-bed-apartment-with-en-suite-at-kitengela-isinya-5013580
apify-fe0fcb55e366,published,marketplace,real_estate,for_rent_long,1 Bed Apartment with Swimming Pool at Ndwaru Rd,"KSh 4,460,000",4460000,KES,Nairobi,Kenya,Pigiame,0727381404,,data/pigiame-clean-images/apify-fe0fcb55e366-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/1-bed-apartment-with-swimming-pool-at-ndwaru-rd-6181468,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/d3fea82cbcd7e5fc87e15300cd4e4c5d/-/horizon-files-prod/pi/picture/qv4wkq08/616774a2270e3812f855836d81b2ad070aeba90a.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/1-bed-apartment-with-swimming-pool-at-ndwaru-rd-6181468
apify-f5f5efdc08c5,published,marketplace,real_estate,for_rent_long,"22,596 ft² Warehouse in Industrial Area","KSh 1,107,204",1107204,KES,Nairobi,Kenya,Pigiame,0714189000,,data/pigiame-clean-images/apify-f5f5efdc08c5-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/22596-ft2-warehouse-in-industrial-area-6668437,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""property_rentals_sales"",""sourceTags"":""property_rentals_sales"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/7b9ea7608440a92335d9b2810eb917ed/-/horizon-files-prod/pi/picture/qj4p260e/d9de8156a819ae649f14765d5ebe57abe4fb06cb.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/22596-ft2-warehouse-in-industrial-area-6668437
apify-7abe616c9f0e,published,vehicles,vehicles,vehicles,Mazda Axela,"KSh 2,050,000",2050000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-7abe616c9f0e-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/mazda-axela-6725427,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/6e5ee2af6be03d0cdc847e7c1e733ea7/-/horizon-files-prod/pi/picture/qng7vkz9/7985c0375b6b3e1cd5592866dc606aefd594f857.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/mazda-axela-6725427
apify-5c5dd402cf87,published,vehicles,vehicles,vehicles,Toyota Noah,"KSh 2,500,000",2500000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-5c5dd402cf87-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/toyota-noah-6725425,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/b5716b61d8870387682b91b85c3f8f0e/-/horizon-files-prod/pi/picture/q0gn6xzw/6d012dce82b6616c9e41004da0c478837b6b92e5.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/toyota-noah-6725425
apify-beb49eeec973,published,vehicles,vehicles,vehicles,Honda shuttle newshape,"KSh 1,750,000",1750000,KES,Mombasa,Kenya,Genuine Car Deals,0729502944,,data/pigiame-clean-images/apify-beb49eeec973-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/honda-shuttle-newshape-6725419,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/85cb9959eaf882a8dbf8348927f32934/-/horizon-files-prod/pi/picture/q569n2ve/96baa6aa9a8ea958b334fd10537678c3abfa2d94.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/honda-shuttle-newshape-6725419
apify-a81bd339908b,published,vehicles,vehicles,vehicles,Mazda cx5,"KSh 2,800,000",2800000,KES,Mombasa,Kenya,Pigiame,0702593635,,data/pigiame-clean-images/apify-a81bd339908b-1.jpg,Pigiame,https://www.pigiame.co.ke/listings/mazda-cx5-6725302,2026-05-17T21:01:44Z,,,,,good,,,,"{""parser"":""apify_import"",""apifyDatasetId"":""MTqOrnuByEN35mz3c"",""rawId"":"""",""sourceCategory"":""vehicles"",""sourceTags"":""vehicles"",""originalImageUrls"":[""https://i.roamcdn.net/hz/pi/listing-thumb-224w/5a7f4f397dbb508a9dd0a6c67e71c521/-/horizon-files-prod/pi/picture/qv4gr0d5/8f18a89226bf0a19179efc9d9d2af2540d2c9462.jpg""],""cleanedImageWidth"":640,""imageRefreshAttemptedAt"":""2026-08-27T16:00:24.068Z"",""imageRefreshError"":""Crawl4AI HTTP 500""}",unknown,2026-07-27T16:00:14.173Z,403,Blocked or rate limited: HTTP 403,,https://www.pigiame.co.ke/listings/mazda-cx5-6725302
